2026-04-04T18:52:47.959325Z [info     ] setup plugin alembic.autogenerate.schemas [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959440Z [info     ] setup plugin alembic.autogenerate.tables [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959491Z [info     ] setup plugin alembic.autogenerate.types [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959529Z [info     ] setup plugin alembic.autogenerate.constraints [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959562Z [info     ] setup plugin alembic.autogenerate.defaults [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959594Z [info     ] setup plugin alembic.autogenerate.comments [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:48.515340Z [info     ] Migrating the Airflow database [airflow.utils.db] loc=db.py:1130
standalone | Starting Airflow Standalone
dag-processor | 2026-04-04T18:58:29.645404Z [info     ] Setting next_dagrun for example_complex to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.663787Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.670358Z [info     ] Setting next_dagrun for example_branch_dop_operator_v3 to 2026-04-04 18:58:00+00:00, run_after=2026-04-04 18:58:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.690985Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.696290Z [info     ] Setting next_dagrun for example_branch_labels to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.717761Z [info     ] Sync 10 DAGs                   [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.722479Z [info     ] Setting next_dagrun for asset_consumes_1 to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.723165Z [info     ] Setting next_dagrun for asset_consumes_1_and_2 to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.723615Z [info     ] Setting next_dagrun for asset_consumes_1_never_scheduled to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.724031Z [info     ] Setting next_dagrun for asset_consumes_unknown_never_scheduled to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.725849Z [info     ] Setting next_dagrun for asset_produces_1 to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.726518Z [info     ] Setting next_dagrun for asset_produces_2 to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.728005Z [info     ] Setting next_dagrun for conditional_asset_and_time_based_timetable to 2026-04-01 01:00:00+00:00, run_after=2026-04-01 01:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.728687Z [info     ] Setting next_dagrun for consume_1_and_2_with_asset_expressions to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.729203Z [info     ] Setting next_dagrun for consume_1_or_2_with_asset_expressions to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.729675Z [info     ] Setting next_dagrun for consume_1_or_both_2_and_3_with_asset_expressions to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.765005Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.768988Z [info     ] Setting next_dagrun for example_asset_with_watchers to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.797981Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.802577Z [info     ] Setting next_dagrun for asset1_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.803269Z [info     ] Setting next_dagrun for asset2_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.803763Z [info     ] Setting next_dagrun for consumes_asset_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.828705Z [info     ] Sync 4 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.833348Z [info     ] Setting next_dagrun for asset_alias_example_alias_consumer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.833932Z [info     ] Setting next_dagrun for asset_alias_example_alias_producer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.834475Z [info     ] Setting next_dagrun for asset_s3_bucket_consumer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.834847Z [info     ] Setting next_dagrun for asset_s3_bucket_producer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:29.850093Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:29.850862Z [info     ] Setting next_dagrun for hello_world to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:30.867710Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:30.868439Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:30.977765Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:30.983678Z [info     ] Setting next_dagrun for mantus_realtime_dag to 2026-04-04 19:00:00+00:00, run_after=2026-04-04 19:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:30.990271Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:30.992874Z [info     ] Setting next_dagrun for mantus_dag to 2026-04-05 00:00:00+00:00, run_after=2026-04-05 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:31.074984Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:31.077353Z [info     ] Setting next_dagrun for sales_orders_to_bigquery_with_transformation to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:31.124294Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:31.127192Z [info     ] Setting next_dagrun for gcp_full_etl_pipeline to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:31.168204Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:58:31.169167Z [info     ] Setting next_dagrun for gcp_fake_data_pipeline to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:58:36.218804Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:36.220288Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:41.270278Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:41.271512Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:46.314786Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:46.315688Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:51.366423Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:58:51.368247Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
triggerer  | 2026-04-04T18:58:51.821321Z [info     ] 0 triggers currently running   [airflow.jobs.triggerer_job_runner] loc=triggerer_job_runner.py:738
triggerer  | 2026-04-04T18:58:51.822788Z [info     ] 0 watchers currently running   [airflow.jobs.triggerer_job_runner] loc=triggerer_job_runner.py:738
dag-processor | 2026-04-04T18:58:54.401105Z [info     ]
dag-processor | ================================================================================
dag-processor | DAG File Processing Stats
dag-processor | Bundle        File Path                                                   PID    Current Duration      # DAGs    # Errors  Last Duration    Last Run At
dag-processor | ------------  ----------------------------------------------------------  -----  ------------------  --------  ----------  ---------------  -------------------
dag-processor | dags-folder   mantus_dag.py                                                                                 1           0  0.11s            2026-04-04T18:58:30
dag-processor | dags-folder   mantus_dag2.py                                                                                1           0  0.10s            2026-04-04T18:58:30
dag-processor | dags-folder   load_gcs_to_bigquery_dag.py                                                                   1           0  0.10s            2026-04-04T18:58:31
dag-processor | example_dags  example_task_group_decorator.py                                                               1           0  0.09s            2026-04-04T18:58:25
dag-processor | dags-folder   gcp_fake_data_final_dag.py                                                                    1           0  0.08s            2026-04-04T18:58:31
dag-processor | dags-folder   gcp_elt_pipeline_transformation.py                                                            1           0  0.07s            2026-04-04T18:58:31
dag-processor | example_dags  standard/example_sensors.py                                                                   1           0  0.06s            2026-04-04T18:58:28
dag-processor | example_dags  example_asset_with_watchers.py                                                                1           0  0.06s            2026-04-04T18:58:29
dag-processor | example_dags  standard/example_short_circuit_operator.py                                                    1           0  0.06s            2026-04-04T18:58:26
dag-processor | example_dags  standard/example_trigger_controller_dag.py                                                    1           0  0.05s            2026-04-04T18:58:26
dag-processor | example_dags  example_dynamic_task_mapping.py                                                               2           0  0.05s            2026-04-04T18:58:25
dag-processor | example_dags  standard/example_short_circuit_decorator.py                                                   1           0  0.05s            2026-04-04T18:58:28
